what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307192183348
error,log,,,"Referenced part does not exist yet: org.eclipse.jdt.ui.PackageExplorer.",1307192199849
opened,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.DeviceView",1307192203269
opened,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1307192205593
opened,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.ThreadView",1307192206861
activated,perspective,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.Perspective",1307192207158
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.ThreadView",1307192208078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.perspectives.showPerspective",1307192209340
executed,command,,,"com.android.ide.eclipse.ddms.Perspective",1307192209341
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1307192226212
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307192226361
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307192227718
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307193184326
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307193214901
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1307193221055
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307193283036
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1307193286257
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307193287080
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307193287388
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1307193287724
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307193349492
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1307193354081
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1307193355726
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1307193367168
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307193388020
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307193390568
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1307193406005
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307193463622
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307197771061
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307197771908
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307222623719
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307222636260
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307222639233
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307222644316
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307222648379
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307222674810
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307226933730
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1307226966896
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1307226971346
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggleBreadcrumb",1307227003506
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggleBreadcrumb",1307227016217
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggleBreadcrumb",1307227017815
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggleBreadcrumb",1307227022234
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1307227035843
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307227042728
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307227047174
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1307227114251
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1307227121112
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1307227126670
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1307227144090
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307227145403
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1307227146592
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1307227195338
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1307227195792
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1307227200655
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1307227206380
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.clean.up",1307227215553
