what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307049489457
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307049494401
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307049524593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307049526423
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307049550363
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1307049552151
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1307049554074
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1307049580454
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307049580466
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307049581944
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1307049596255
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307049705306
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307049725123
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307049749414
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1307049753006
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1307049754789
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307049799447
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307049816505
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1307049865964
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307049867142
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1307049875065
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1307049877686
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307049894235
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307050366531
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307050371176
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1307050373173
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307050387281
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307050494445
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1307050498766
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307050503174
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.format.document",1307050540562
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307050542966
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307050704009
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307050704836
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307050850898
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307050854677
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307050868545
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1307050888650
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307050891655
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1307050901369
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1307050902045
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051001403
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051001644
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051007080
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051007258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051073272
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051073449
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051091059
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051091237
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051115780
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051115964
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051121248
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051121432
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1307051159895
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307051166583
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051179173
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051209735
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051211679
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051352645
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307051352701
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1307051354717
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1307051359539
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1307051359610
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1307051397242
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307051401085
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307051401289
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307051401522
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307051410875
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307051416489
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307051416633
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307051435220
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307051466284
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051544900
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051545028
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307051545436
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307051564987
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307051565180
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051616502
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051616686
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051697208
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051697385
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051705547
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051705734
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051756909
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051757096
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051782641
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051782827
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1307051817708
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1307051818499
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1307051818992
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1307051826087
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1307051826927
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.redo",1307051829912
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1307051844051
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1307051856460
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1307051858349
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051876254
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051876369
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1307051881724
started,bundle,org.eclipse.help.base,3.5.3.v201102101200,"org.eclipse.help.base",1307051892911
started,bundle,org.eclipse.help.ui,3.5.3.r36_20101116,"org.eclipse.help.ui",1307051893479
opened,view,org.eclipse.help.ui,3.5.3.r36_20101116,"org.eclipse.help.ui.HelpView",1307051894288
activated,view,org.eclipse.help.ui,3.5.3.r36_20101116,"org.eclipse.help.ui.HelpView",1307051894617
started,bundle,org.eclipse.ui.cheatsheets,3.4.0.v20100427,"org.eclipse.ui.cheatsheets",1307051894636
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1307051894854
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307051903515
closed,view,org.eclipse.help.ui,3.5.3.r36_20101116,"org.eclipse.help.ui.HelpView",1307051903629
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051908671
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.showInformation",1307051908813
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307051933850
started,bundle,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser",1307051934165
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1307051935150
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1307051935223
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307052024478
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307052025845
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307052027962
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307052031640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307052058370
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307052059446
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307052059795
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307052097503
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.open.hierarchy",1307052097549
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307052114080
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307052114295
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307052114539
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307052126075
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307052126075
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1307052165985
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1307052168810
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307052173008
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307052173199
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307052286786
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307052286973
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1307052292300
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307052294209
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1307052313951
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307052317573
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1307052321914
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1307052323333
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1307052435391
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.clean.up",1307052439567
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1307052441660
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307052443867
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307052444112
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1307052447295
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.clean.up",1307052450768
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1307052453405
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1307052453888
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307052457728
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307052483166
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307052483168
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1307052485443
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307052488150
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1307052488151
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307052493079
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307052500644
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307052510020
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307052510020
