what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1307307864301
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307307864548
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307307864704
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307307996497
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308020262
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308020477
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307308028205
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308057376
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308085505
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307308106705
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1307308110829
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308120767
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308120954
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308127165
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1307308127381
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1307308224398
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307308231216
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1307308280516
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1307308296122
